Treatment,Genotype,SOD1_N,Behavior,pPKCG_N,pERK_N,CaNA_N,ITSN1_N,Ubiquitin_N,DYRK1A_N,ARC_N,APP_N,pS6_N,pCAMKII_N,pP70S6_N,BRAF_N,pPKCAB_N,Tau_N,S6_N,AcetylH3K9_N,class
0,0,-0.6968460976211972,0,-1.4048306544103064,0.2141688367994838,1.2684786360714368,-0.1326548997040509,1.005396743127844,-0.1702974039735934,0.0714643954896208,0.3487144095370014,0.0714643954896208,-0.7104988411689485,-1.4254054149499569,0.0476671426077683,-0.3941333238492535,-0.093869781802726,0.8674694492115214,-0.7367397505541547,0
0,0,-0.7121566292440572,0,-1.3822330314357825,0.1546089042955241,1.2009557342674049,-0.0802258780811968,1.1399731020244654,-0.173405285714763,0.4629792220910343,0.0005510210426244,0.4629792220910343,-0.6691548330327262,-1.3729890887934315,0.0357324038731731,-0.3521902807260729,0.2912171908146571,0.876560079692541,-0.7087857951915711,0
0,0,-0.7321938074627949,0,-1.378605192056745,0.1159857557048923,1.111661888948947,-0.1593248126792253,0.7526226195805247,-0.1185413262477826,0.3494079360910346,-0.5246536281558708,0.3494079360910346,-0.6905551920192398,-1.394884084491655,-0.0296548751367896,-0.3799109222029507,-0.2169768759064352,0.8512326167779245,-0.6981768376702687,0
0,0,-0.6790057962433982,0,-1.3244996559824511,0.015292458126877,1.2378565140606397,-0.104471009929379,1.5723338598322478,-0.1907642743647958,0.7304642199837575,-0.6431939852005305,0.7304642199837575,-0.7646728087254043,-1.4100634952682034,-0.0419787024680805,-0.5565452495006248,-0.1295337584026029,0.7125725277479735,-0.7304622658162873,0
0,0,-0.7212478238158548,0,-1.385146679782313,0.2071346635668495,0.9331887420433378,-0.1729649007595199,1.3484056711636123,-0.2380093632962317,0.6820105054262956,-0.8081763098938948,0.6820105054262956,-0.6990258490778924,-1.3666979310456224,0.0487621169422187,-0.377455284994119,-0.1973048213284045,0.7312095504289253,-0.7241403049391905,0
0,0,-0.689957914552624,0,-1.4152814242575338,0.1100447382685017,0.8683815311530363,-0.1345299614293783,0.9426501376435988,-0.1613169692142159,0.5680392857398107,-0.8559845525425467,0.5680392857398107,-0.7152035386286799,-1.307811265227847,0.0366787950518466,-0.3799314322189987,-0.2895833391200451,0.5810845985101115,-0.695572688992806,0
0,0,-0.8891024607634693,0,-1.407659112204255,0.2821287714733106,1.514540534491984,-0.2447730849973617,0.1968693440005446,-0.1927035370308529,1.164874685012225,-0.5348004113374782,1.164874685012225,-0.1129204804034301,-1.5879777789459413,-0.3814342701224171,-0.7348374548591542,0.0684030456141332,0.1538375881382333,-0.532995658120704,0
0,0,-0.8143859663468485,0,-1.4363131357389836,0.3729476932489581,1.361669498387411,-0.1369697680209508,-0.1341738460789179,-0.1410101552288675,1.0785289530455409,-0.2083614733699892,1.0785289530455409,-0.0182284930976098,-1.5272280600255197,-0.309958544900251,-0.565488674958237,0.1453976357487204,0.109364486120249,-0.5399782662093888,0
0,0,-0.7977324685933924,0,-1.4395042211166391,0.340596392469125,1.2157287082073926,-0.1623916198841651,0.2058097137250985,-0.1223489314615143,0.924253359681464,-0.2201835418687061,0.924253359681464,-0.0197756653602705,-1.5138683935872468,-0.2196039713202991,-0.4628524102297353,-0.0729437467887168,0.0469625460232131,-0.5662030510421577,0
0,0,-0.8139730585827322,0,-1.461394142449648,0.1788696156347445,1.088986148386319,-0.3041855754802036,0.2929852882852822,-0.1645305762508333,1.1354840089922869,0.0330753395729079,1.1354840089922869,0.2553639583892418,-1.41326758042726,-0.2853077141176121,-0.737800701968355,-0.2088934811578173,-0.1130019775526719,-0.5758257968765381,0
0,0,-0.8168527504742799,0,-1.4640460929596226,0.1493728355063079,1.3117825517788189,-0.3691294474901224,0.5749603671467627,-0.2784118138783925,1.4572087604749553,-0.2240738160216772,1.4572087604749553,0.2376990330479133,-1.446626273260549,-0.3196823938711687,-0.6991768897957228,-0.0320732513052349,-0.1382840615633306,-0.5701889348296952,0
0,0,-0.7857358186909366,0,-1.4444771804918382,0.1231420576770385,1.2187339132288126,-0.2453163108821402,0.3267043564510579,-0.2526937611119102,1.2626808611972709,-0.3377094449666984,1.2626808611972709,0.2491357293986256,-1.4042269993567515,-0.2743756477794898,-0.4945689364300386,-0.1539075183705773,-0.1564721140745182,-0.6172178737972939,0
0,0,-0.7997193814399173,0,-1.5193137973242403,-0.0001600159870821,0.9101759574662264,-0.4626862870156199,0.5501746024178928,-0.265640258453534,0.8505601644407298,-0.3868553675329487,0.8505601644407298,0.1115559722032608,-1.318687557976954,-0.3482865959214735,-0.92881492113492,-0.1248172511810911,-0.4252319557107195,-0.6682760713160338,0
0,0,-0.8005261502343713,0,-1.4649655438442917,-0.09852165676107,0.8744777575057533,-0.4482854661133626,0.3935238640830047,-0.1842709734443324,1.2323123203339432,-0.4777608212019477,1.2323123203339432,0.124456320854219,-1.3156874172599222,-0.3615391189054073,-0.8973553534323362,-0.3180640636961376,-0.3475801270259822,-0.645096784448141,0
0,0,-0.7831948901352739,0,-1.4239599452300502,-0.1063189039596269,0.7842010091101269,-0.4923312857720472,0.269753743726063,-0.3901428484945821,1.2357163467613204,-0.6050769369586887,1.2357163467613204,0.1369241497783576,-1.3240677561855227,-0.4235513768124492,-0.7663110508055033,-0.5060156478198761,-0.4125465138618399,-0.6367432984375325,0
0,0,-0.8074744051444075,0,-1.5152454559400153,-0.0504428731526842,0.6325574156549516,-0.5685905270037601,0.6287301878939309,-0.3170717958823402,1.3360534507580222,-0.332181832120788,1.3360534507580222,-0.0507647645624879,-1.2349943106518444,-0.2925376699160019,-1.0229240806676805,-0.3139942993816565,-0.6490535724822579,-0.6679831377930551,0
0,0,-0.7812983153685902,0,-1.4439922783917294,-0.1235142150119214,0.7577185886587737,-0.5554350519599276,0.5534751235908972,-0.3478420593527455,1.349074526341028,-0.4265484863101867,1.349074526341028,-0.0935070142300374,-1.2906435068031146,-0.3649173253882106,-1.0661485038353402,-0.5630796949759852,-0.6418339446387236,-0.6739613668958975,0
0,0,-0.773814637989534,0,-1.4739583851802611,-0.1369140680875807,0.6624198604710249,-0.543015669409419,0.4249785328795405,-0.3392907973763822,1.4498703592516484,-0.3192218070889233,1.4498703592516484,-0.0651482051848613,-1.1611952395503178,-0.4026127497790529,-0.8906605872430406,-0.6165076091437923,-0.6039481648637935,-0.6905273304436512,0
0,0,-0.7220305681587031,0,-1.5306184340430746,-0.0665872254056335,0.1710675649379346,-0.5840290843643395,0.7102058158754081,-0.3296916195379462,1.6627740446289094,-0.1394390379026382,1.6627740446289094,-0.1249689884033893,-0.923284351409582,-0.2249951249125692,-0.9889204038275664,-0.8284020329205928,-0.9194420829266758,-0.7800761171802035,0
0,0,-0.6479360635090033,0,-1.4406765558889054,-0.0838073834794791,0.1308885718215343,-0.569811758066488,0.8174099758536169,-0.3658917236560224,1.040151226790861,0.0824928662890325,1.040151226790861,-0.061670067356908,-0.9787132701142224,-0.183156243561565,-0.9257246524997884,-0.6159824413195518,-0.7183184130299246,-0.7368538185159943,0
0,0,-0.6670150381877243,0,-1.422211047439502,-0.1548588110348805,0.1158931733130757,-0.5763828348564903,0.4007743766499846,-0.3389326210477042,1.2331498895333266,0.6028160925437797,1.2331498895333266,-0.1331557068293999,-0.5602771847540493,-0.1780300228291931,-0.8743587927064262,-0.8383234643131995,-0.9352036015502418,-0.7240458835749054,0
0,0,-0.7205094825728457,0,0.2694158820487229,1.2288953286630964,0.9129857901527328,0.8424230741033475,-0.5770411649713145,0.8998446592790245,0.734414362272145,0.601855831682734,0.734414362272145,0.1477254780632018,-0.9136430288295592,0.6215882727523147,1.4688135138128262,-0.0015909740633566,0.8139332177550515,-0.4418643997685316,0
0,0,-0.7318467883997826,0,-0.0248961012211577,1.293824788403766,0.7076558388120306,0.8952862576001943,-0.0658163891827258,0.7660534863231648,1.2254381841663526,0.531365743705375,1.2254381841663526,0.0859637398673612,-0.9138921039422028,0.6157024639257177,1.6753403774592228,-0.2477831407407532,0.8007244117039323,-0.4330401998527305,0
0,0,-0.7150066297986396,0,-0.0895209279856727,1.2884678500538511,0.7384853623316846,0.9387127287236582,-0.0758941603248524,0.850198398827557,0.9308326087012146,0.6330164137226717,0.9308326087012146,0.2146060736272338,-0.9120595036175848,0.7161832397729375,0.8883624983589632,-0.0897274580690508,0.9655926011881067,-0.4349797169303129,0
0,0,-0.8231540806076503,0,0.5557810837157482,0.7928267116802592,0.9742712324388186,0.5505675025495328,-1.0534446008855334,0.6066875271146123,-0.1778942930730874,0.0458530668604255,-0.1778942930730874,0.1867473965542261,-0.7506853252469271,0.3735205038677778,1.605105063760372,-0.2372278256228991,0.2732392459382801,-0.4880115201820242,0
0,0,-0.8325588428360033,0,0.455225820431562,0.7809021287492051,0.8513089343835792,0.5606293801522945,-0.6140270770517577,0.469002617883504,0.4985701666897715,0.1073050616302434,0.4985701666897715,0.2590270194637284,-0.255348001318299,0.4990500885265608,1.9807490104620955,-0.1938681288855295,0.4554746422318775,-0.4974260844275869,0
0,0,-0.8495475009717669,0,0.4397990350380585,0.8429725794752908,0.5323260257901175,0.5732120481767883,-0.3626324415563866,0.5789778733418182,0.4483372482833187,0.0747793346365689,0.4483372482833187,0.2369763314993224,-0.6443568429980016,0.5428608357723612,1.765649274110762,-0.088869575225726,0.3944970275693174,-0.4908860457777437,0
